3,113,339,37.667,0.41,0.472,13.9,139,160,10,-1
3,59,177,19.667,0.475,0.475,84,84,84,1,-1
2,20,40,10,0.675,0.675,27,27,27,1,-1
2,101,202,50.5,0.54,0.743,10.9,109,150,10,-1
4,194,776,48.5,0.263,0.273,34,204,212,6,-1
2,18,36,9,0.667,0.694,24,24,25,1,-1
2,22,44,11,0.75,0.75,33,33,33,1,-1
2,18,36,9,0.806,0.833,29,29,30,1,-1
2,22,44,11,0.705,0.864,15.5,31,38,2,-1
3,116,348,38.667,0.385,0.494,33.5,134,172,4,-1
1,10,10,10,1,1,10,10,10,1,-1
1,13,13,13,1,1,13,13,13,1,-1
1,8,8,8,1,1,8,8,8,1,-1
1,44,44,44,0.25,1,2.2,11,44,5,-1
2,20,40,10,0.725,0.875,29,29,35,1,-1
2,20,40,10,0.775,0.85,31,31,34,1,-1
3,113,339,37.667,0.357,0.378,30.25,121,128,4,-1
2,48,96,24,0.625,0.677,30,60,65,2,-1
3,116,348,38.667,0.356,0.371,62,124,129,2,-1
2,18,36,9,0.722,0.722,26,26,26,1,-1
3,132,396,44,0.505,0.558,20,200,221,10,-1
1,17,17,17,0.765,1,3.25,13,17,4,-1
1,8,8,8,1,1,8,8,8,1,-1
2,69,138,34.5,0.623,0.906,10.75,86,125,8,-1
2,46,92,23,0.587,0.761,18,54,70,3,-1
1,57,57,57,0.456,1,3.71,26,57,7,-1
1,10,10,10,0.9,1,9,9,10,1,-1
2,116,232,58,0.616,0.802,17.88,143,186,8,-1
2,17,34,8.5,0.588,0.971,6.67,20,33,3,-1
1,43,43,43,0.907,1,9.75,39,43,4,-1
10,2,20,0.2,0.55,0.6,11,11,12,1,-1
2,112,224,56,0.496,0.504,55.5,111,113,2,-1
1,45,45,45,0.756,1,5.67,34,45,6,-1
1,75,75,75,0.813,1,5.55,61,75,11,-1
2,157,314,78.5,0.506,0.551,26.5,159,173,6,-1
1,32,32,32,0.719,1,5.75,23,32,4,-1
1,52,52,52,0.788,1,10.25,41,52,4,-1
1,13,13,13,0.692,1,4.5,9,13,2,-1
2,123,246,61.5,0.5,0.504,123,123,124,1,-1
1,36,36,36,0.722,1,8.67,26,36,3,-1
1,19,19,19,0.789,1,3.75,15,19,4,-1
1,9,9,9,0.778,1,7,7,9,1,-1
2,446,892,223,0.439,0.603,17.82,392,538,22,-1
2,236,472,118,0.566,0.689,10.27,267,325,26,-1
1,61,61,61,1,1,61,61,61,1,-1
3,213,639,71,0.318,0.379,11.94,203,242,17,-1
1,152,152,152,0.822,1,11.36,125,152,11,-1
1,51,51,51,0.471,1,2.4,24,51,10,-1
19,462,8778,24.316,0.523,0.688,16.88,4591,6035,272,-1
1,52,52,52,0.981,1,51,51,52,1,-1
1,52,52,52,0.538,1,14,28,52,2,-1
1,33,33,33,1,1,33,33,33,1,-1
1,124,124,124,0.444,1,7.86,55,124,7,-1
1,75,75,75,0.92,1,11.5,69,75,6,-1
1,8,8,8,0.875,1,7,7,8,1,-1
1,40,40,40,1,1,40,40,40,1,-1
1,55,55,55,0.564,1,10.33,31,55,3,-1
1,115,115,115,0.2,1,4.6,23,115,5,-1
1,11,11,11,1,1,11,11,11,1,-1
1,46,46,46,0.783,1,12,36,46,3,-1
2,64,128,32,0.531,0.586,17,68,75,4,-1
4,115,460,28.75,0.426,0.487,17.82,196,224,11,-1
1,48,48,48,0.875,1,10.5,42,48,4,-1
1,29,29,29,0.586,1,2.13,17,29,8,-1
1,17,17,17,0.412,1,1.75,7,17,4,-1
28,330,9240,11.786,0.057,0.066,31,527,614,17,-1
3,286,858,95.333,0.406,0.427,87,348,366,4,-1
1,18,18,18,0.944,1,17,17,18,1,-1
1,7,7,7,1,1,7,7,7,1,-1
1,117,117,117,0.393,1,5.75,46,117,8,-1
1,77,77,77,0.403,1,5.17,31,77,6,-1
1,40,40,40,0.875,1,11.67,35,40,3,-1
1,28,28,28,0.964,1,27,27,28,1,-1
1,35,35,35,0.829,1,9.67,29,35,3,-1
1,14,14,14,0.571,1,2,8,14,4,-1
1,23,23,23,0.826,1,19,19,23,1,-1
1,19,19,19,0.684,1,4.33,13,19,3,-1
1,79,79,79,0.608,1,6.86,48,79,7,-1
1,11,11,11,0.727,1,4,8,11,2,-1
1,98,98,98,0.939,1,30.67,92,98,3,-1
1,13,13,13,0.692,1,3,9,13,3,-1
1,17,17,17,0.824,1,4.67,14,17,3,-1
1,15,15,15,0.867,1,6.5,13,15,2,-1
9,13,117,1.444,0.103,0.752,4,12,88,3,-1
6,7,42,1.167,0.238,0.69,10,10,29,1,-1
1,37,37,37,0.811,1,6,30,37,5,-1
1,46,46,46,0.239,1,1.38,11,46,8,-1
1,42,42,42,0.31,1,2.6,13,42,5,-1
2,176,352,88,0.528,0.605,31,186,213,6,-1
1,17,17,17,0.882,1,7.5,15,17,2,-1
1,39,39,39,0.897,1,8.75,35,39,4,-1
1,44,44,44,0.909,1,20,40,44,2,-1
