61,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,-1
75,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,-1
79,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,-1
89,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,-1
90,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,-1
2,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
7,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
8,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
12,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
18,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1
33,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
37,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
59,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1
60,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
72,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
85,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
91,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1
