-0.47039,-0.72523,-1.1589,-1.0368,-0.2323,-0.53497,-1.3869,-1.0294,-0.2162,-0.17028,-1.1332,-1.0214,-0.16832,-0.76485,-1.4586,-1.1961,-0.15111,-0.74966,-1.8633,-1.1874,0.16054,-0.4309,-1.4316,-1.1782,-0.15923,-0.36721,-1.277,-0.92993,-0.14408,-0.18145,-1.0244,-1.0827,0.094945,-0.34443,-1.2534,-1.2861,-1
0.77907,0.32362,-0.49806,-0.82511,0.5051,0.16414,-0.48671,-0.6598,0.15498,0.004676,-0.71248,-0.81071,0.41979,0.15419,-0.85861,-0.82637,0.43983,0.16716,-0.60713,-0.81969,0.16054,0.18087,-0.59473,-0.81111,-0.23286,-0.19179,-1.1566,-1.0352,-0.2182,-0.18145,-1.3836,-1.2402,0.094945,-0.16912,-0.65443,-1.0237,-1
0.044099,-0.025997,-0.43798,-0.87803,0.062659,-0.01064,-0.66674,-0.6598,0.080742,0.004676,-0.89281,-0.8634,0.41979,0.32925,-0.13867,-0.40381,0.43983,0.21082,-0.36786,-0.55702,-0.13666,-0.081318,-0.77406,-0.96842,0.35622,0.2029,-0.3741,-0.35072,-0.14408,-0.35653,-0.36589,-0.13748,-0.87509,-0.87036,-0.11536,0.39333,-1
1.0731,0.84804,0.58329,-0.19011,1.39,1.038,0.59345,0.02655,1.417,1.0544,0.6099,0.24297,1.2285,0.72312,0.52129,0.1244,1.2524,0.90936,0.52939,0.33604,1.275,1.1422,0.78007,0.34249,1.3135,0.86071,0.34825,0.017871,1.0417,0.86901,0.89127,0.17759,1.3635,1.2772,1.2024,0.39333,-1
0.33809,0.36732,-0.61821,-0.34886,0.35762,0.033054,-0.36669,-0.71259,0.080742,0.22338,-0.59227,-0.70534,0.49331,0.066663,-0.55864,-0.56227,0.5137,0.25448,-0.30805,-0.76716,0.23483,0.093474,-0.53496,-0.75868,0.50349,0.15904,-0.19351,-0.66665,0.52295,0.34378,-0.18629,-0.66258,0.54265,0.006184,-0.17526,-0.6563,-1
1.0731,0.67324,0.28292,-0.08428,1.095,0.51369,0.05337,-0.23743,0.8231,0.3546,-0.17151,-0.44192,1.0814,0.5043,0.041321,-0.19253,0.73531,0.51643,-0.36786,-0.39942,0.75492,0.35566,-0.17631,-0.39162,1.2398,0.72915,0.047268,-0.08744,0.96763,0.56262,-0.18629,-0.2425,0.69189,0.3568,-0.17526,-0.44638,-1
0.33809,0.14881,-0.19768,-0.4547,0.35762,0.16414,-0.66674,-0.44861,0.67463,0.17964,-0.17151,-0.65266,0.41979,0.32925,-0.13867,-0.56227,0.43983,0.21082,-0.54731,-0.55702,0.75492,0.22457,-0.35564,-0.75868,0.9453,0.2029,-0.13332,-0.71931,0.37472,0.21247,-0.36589,-0.50505,0.39342,0.050011,-0.11536,-0.70878,-1
0.77907,0.62953,-0.31783,-0.56053,0.5051,0.076748,-0.30669,-0.76539,0.52616,-0.082804,-0.77259,-0.91608,0.78737,0.15419,-0.49864,-0.24535,0.5137,0.16716,-0.4875,-0.81969,0.16054,0.18087,-0.47518,-1.0209,0.42985,0.33446,-0.61488,-0.40337,0.44883,0.34378,-0.36589,-0.40003,0.46803,0.3568,0.064327,-0.39389,-1
0.41159,0.14881,-0.61821,-0.82511,0.43136,0.16414,-0.60673,-0.81818,0.45192,0.004676,-0.59227,-0.59998,0.34628,0.15419,-0.43864,-0.66791,0.36597,0.16716,-0.66695,-0.87222,0.38343,0.18087,-0.65451,-0.6538,0.42985,0.2029,-0.55469,-0.56134,0.15238,0.037396,-0.36589,-0.55756,0.46803,0.22532,-0.53464,-0.76126,-1
0.044099,0.017705,-0.61821,-0.50761,0.35762,0.20783,-0.84677,-0.50141,0.37768,0.048417,-0.8327,-0.49461,0.49331,0.63559,-0.07867,-0.35099,0.5137,0.47277,-0.068778,-0.34689,0.53203,0.26826,-0.29586,-0.54893,0.50349,0.50988,-0.19351,-0.24541,0.15238,0.1687,-0.18629,-0.45254,0.16956,0.18149,-0.47474,-0.6563,-1
0.33809,0.017705,-0.13761,-0.71928,0.94754,0.033054,-0.60673,-0.50141,0.67463,0.048417,-0.59227,-0.70534,0.49331,0.066663,-0.79862,-0.77355,0.5137,0.079847,-0.54731,-0.76716,0.53203,0.26826,-0.77406,-0.75868,0.13531,0.15904,-0.49449,-0.66665,0.15238,0.1687,-0.72508,-0.66258,0.54265,0.18149,-0.47474,-0.6563,-1
0.48508,0.45472,0.16277,-0.34886,0.5051,0.25152,-0.30669,-0.34302,0.52616,0.26712,-0.051291,-0.33655,0.78737,0.32925,0.041321,-0.24535,0.80918,0.3418,0.050856,-0.45196,0.82922,0.53045,0.30188,-0.44406,0.72439,0.50988,0.047268,-0.40337,0.44883,0.51885,0.053167,-0.18999,0.46803,0.3568,-0.17526,-0.39389,-1
0.92607,0.54213,0.042617,-0.24303,0.94754,0.73216,-0.18667,-0.079042,0.97157,0.5733,0.30936,-0.23119,1.0079,0.5043,0.10132,-0.19253,1.0308,0.69107,0.11067,0.020842,0.75492,0.53045,0.12256,0.027868,1.1662,0.59759,0.34825,-0.1401,0.96763,0.38755,0.11303,-0.13748,0.99036,0.40063,0.12422,-0.34141,-1
1.3671,0.49843,0.28292,0.021553,1.095,0.68846,0.05337,-0.18463,1.12,0.52956,-0.17151,-0.1785,0.9344,0.54807,0.2813,-0.24535,0.95691,0.56009,0.29012,-0.084225,0.97782,0.57415,0.062784,-0.077004,0.72439,0.33446,-0.13332,-0.40337,1.0417,0.34378,-0.12643,-0.18999,1.065,0.3568,0.12422,-0.18397,-1
0.41159,0.14881,-0.37791,-0.61345,0.43136,0.16414,-0.60673,-0.81818,0.15498,0.17964,-0.59227,-0.81071,0.34628,0.15419,-0.43864,-0.87919,0.36597,0.16716,-0.42768,-0.87222,0.38343,0.006078,-0.65451,-0.86355,0.13531,-0.10409,-1.0363,-0.98259,-0.14408,-0.44406,-1.0244,-1.1877,-0.12891,-0.43209,-1.1935,-1.3386,-1
0.48508,0.49843,0.042617,-0.24303,0.5051,0.33891,0.05337,-0.44861,0.52616,0.17964,0.068926,-0.44192,0.71385,0.15419,-0.37865,-0.61509,0.73531,0.16716,-0.36786,-0.81969,0.45773,0.18087,-0.17631,-0.60137,0.65076,0.15904,-0.91586,-0.66665,0.37472,0.1687,-0.66521,-0.87263,0.39342,0.18149,-0.41484,-0.6563,-1
