0,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,-1
1,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,-1
3,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,-1
4,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
5,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,-1
6,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,-1
9,1,0,0,1,0,0,0,1,1,1,0,0,4,0,1,0,-1
10,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
17,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,-1
19,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,-1
22,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,-1
26,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,-1
27,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,-1
28,1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,1,-1
30,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,-1
31,1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1,-1
34,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,0,-1
35,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,-1
43,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
44,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
46,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
47,1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1,-1
48,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,-1
49,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
53,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,-1
54,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,-1
62,1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1,-1
63,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
64,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,-1
65,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,-1
66,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
67,1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,-1
68,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
69,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,-1
73,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,-1
74,1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,-1
83,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,-1
92,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,-1
93,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,-1
95,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,-1
97,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,-1
11,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,1
16,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,1
20,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,1
21,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,1
23,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1,1
32,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,1
36,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,1
40,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,1
42,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1
55,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,1
56,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,1
57,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,1
58,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1
70,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,1
77,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,1
78,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,1
82,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1
86,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,1
94,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,1
99,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1
