0.040941,1.4771,30.308,83.234,112.14,229.74,98.675,0.06891,3.7578,24.358,29.036,115.78,230.94,0.16983,8.3524,47.6,120.49,110.95,72.284,0.45888,7.5143,18.379,59.131,235.13,1.1218,16.684,83.395,280.96,121.36,1.1175,7.4314,32.936,200.53,2.7814,35.734,332.63,95.061,1.413,17.653,133.79,7.3019,211.26,422.38,4.574,63.932,59.799,526.76,-1
0.13797,3.2725,14.231,59.293,20.454,259.32,8.0328,0.20754,4.3659,6.5059,137.72,185.8,284.08,0.40599,4.8912,35.827,52.896,130.84,114.48,0.60269,3.0639,65.986,171.3,269.57,0.76244,13.371,61.444,113.68,189.89,0.64143,21.423,121.3,181.64,2.3555,32.933,230.45,28.33,3.5893,58.703,87.157,7.5956,173.59,289.74,13.951,28.046,53.155,437.9,-1
0.25172,4.9268,34.311,142.73,228.55,101.06,283.18,0.36858,7.732,44.362,45.674,88.41,50.811,0.6427,11.19,87.255,275.96,133.14,242.98,1.0796,16.081,47.176,45.133,68.778,1.7071,32.777,213.05,289.42,161.04,2.6941,23.696,21.758,67.992,5.7993,99.37,351.84,218.02,5.1243,16.957,54.307,21.584,236.58,398.43,5.5416,28.664,69.966,455.38,-1
0.085932,3.3774,36.351,59.465,110.1,317.79,187.97,0.051489,1.6787,18.756,1.0736,101.05,167.54,0.40314,10.482,35.467,106.8,143.44,21.963,0.21036,6.0476,5.6484,99.8,161.02,1.4581,13.146,88.361,168.23,197.3,0.93859,3.7295,67.903,168.52,2.2985,42.511,293.77,89.524,0.87647,29.707,147.6,9.2952,212.57,224.02,6.3788,90.934,63.885,394.68,-1
0.04175,1.6309,33.288,86.378,98.346,255.9,10.241,0.096711,1.9556,29.349,39.124,123.56,195.26,0.18847,9.4131,49.671,118.73,51.416,207.36,0.24856,9.533,30.134,86.568,247.8,1.2889,17.577,84.578,220.52,280.05,1.4699,13.273,48.251,268.4,2.9577,36.39,314.49,49.25,2.64,19.772,222.04,7.4118,212.36,333.14,4.2825,130.45,61.803,495.33,-1
0.14522,0.3805,32.565,72.932,96.986,301.18,0.25805,0.18581,2.9762,39.493,49.186,92.005,279.03,0.028214,9.5418,47.33,86.9,126.59,139.19,0.37866,13.89,16.586,81.161,203.27,1.344,18.217,60.016,179.07,223.37,2.2591,9.7647,56.47,135.15,3.2528,25.302,291.9,36.308,2.4509,26.872,84.091,5.0315,207.57,320.72,6.283,48.48,61.953,484.8,-1
0.16755,1.9097,42.996,30.582,165.78,328.98,34.111,0.26516,6.6484,13.821,30.481,139.74,170.58,0.20799,13.112,32.836,185.72,237.26,2.9699,0.91373,5.1467,26.596,84.076,167.28,1.8987,15.325,127.68,247.86,81.158,0.87094,14.216,44.907,153.65,3.0209,53.455,331.48,38.363,3.1674,29.524,110.82,10.651,234.63,337.26,8.9807,57.784,70.624,481.92,-1
0.13319,4.0553,28.468,26.007,59.421,245.42,381.36,0.070757,0.3958,2.5454,45.501,252.42,43.769,0.48745,8.4521,21.528,89.5,113.28,231.67,0.068039,0.89535,19.191,207.96,114.16,1.2013,9.4198,97.939,144.74,51.433,0.16485,5.2511,123.97,160.33,1.7975,51.249,271.61,89.411,0.72622,49.258,150.37,11.632,201.55,313.18,9.8783,92.777,61.417,420.49,-1
0.065349,2.612,35.732,81.614,167.14,291.37,11.915,0.024396,3.534,24.298,26.701,98.096,228.05,0.31132,10.687,50.034,193.02,181.27,57.445,0.46154,8.5521,19.287,71.242,192.11,1.5223,18.636,138.59,204.03,108.85,1.3893,8.9748,50.675,172.07,3.2543,60.609,283.78,44.607,1.8539,26.366,131.32,12.533,199.1,331.28,6.5346,75.96,59.415,449.99,-1
0.11285,2.3413,32.491,66.394,128.18,349.56,285.21,0.21937,5.3514,24.773,65.01,160.13,206.41,0.30234,9.8306,41.409,126.88,141.45,76.905,0.70899,8.9758,50.726,97.066,199.02,1.4197,15.766,82.622,143.41,90.274,1.4906,23.552,67.974,191.31,2.8093,33.819,275.07,16.744,4.891,42.903,135.41,6.7065,200.54,313.89,12.058,62.937,60.332,454.54,-1
