0,89,27,100,42,75,29,45,15,15,37,0,69,2,100,6,-1
24,66,43,100,59,65,34,28,0,1,16,11,58,0,100,1,-1
0,73,19,99,72,100,70,73,32,48,5,18,46,0,100,0,-1
9,93,53,100,89,80,57,52,17,30,0,5,50,2,100,0,-1
29,72,45,100,78,78,60,41,25,12,0,4,50,6,100,0,-1
12,78,40,100,74,77,52,41,13,14,0,17,50,8,100,0,-1
31,73,55,100,55,53,33,14,0,0,30,11,65,1,100,1,-1
33,58,19,90,78,100,91,62,51,28,0,2,37,1,100,0,-1
44,66,67,100,80,62,47,25,5,0,0,3,50,4,100,7,-1
29,73,56,100,68,71,45,38,11,12,0,8,50,6,100,0,-1
40,79,61,100,78,72,46,41,0,16,1,5,61,1,100,0,-1
3,66,16,100,27,69,14,32,0,0,33,5,67,10,100,11,-1
48,95,94,100,100,73,75,47,41,25,0,5,41,1,94,0,-1
0,61,22,89,59,100,72,73,53,42,31,12,58,0,100,4,-1
0,89,47,100,89,87,74,61,45,37,15,14,43,0,100,1,-1
34,64,52,100,58,57,37,16,0,0,24,20,61,1,100,5,-1
9,61,25,100,59,72,42,27,0,5,5,24,53,16,100,0,-1
0,74,28,100,69,99,79,63,59,28,28,0,57,0,100,2,-1
28,75,57,100,93,82,71,51,33,26,0,0,49,5,100,16,-1
41,79,47,100,84,94,71,52,42,16,0,3,49,7,100,0,-1
36,69,33,100,64,85,43,48,0,21,6,19,57,0,100,20,-1
28,71,43,100,76,79,49,47,11,21,0,0,50,1,100,4,-1
0,84,34,100,67,85,60,44,31,19,26,20,64,13,100,0,-1
0,73,28,92,73,100,100,81,85,55,58,32,36,8,79,0,-1
0,85,32,100,76,91,70,65,38,43,11,20,50,6,100,0,-1
37,100,57,91,47,50,22,20,0,17,33,17,66,4,100,0,-1
0,89,28,100,64,85,43,61,9,44,23,21,62,11,100,0,-1
0,76,24,100,65,97,61,63,40,31,6,5,51,2,100,0,-1
0,95,35,100,59,78,61,52,46,27,22,5,56,0,100,1,-1
5,79,19,100,25,66,14,32,0,3,34,0,66,5,100,7,-1
19,88,62,100,100,81,83,48,47,23,0,6,18,0,72,1,-1
32,76,70,100,100,72,66,38,7,19,0,33,59,18,91,0,-1
13,71,40,100,65,69,41,34,0,12,2,8,51,6,100,0,-1
40,76,62,100,62,69,34,40,0,16,12,11,57,10,100,0,-1
25,76,45,100,77,66,57,25,9,3,0,7,53,6,100,0,-1
0,82,26,100,51,80,43,50,24,22,12,2,57,1,100,0,-1
30,81,70,100,69,65,39,31,0,5,7,18,52,0,100,4,-1
54,78,77,100,64,60,36,27,0,2,12,4,56,2,100,0,-1
37,79,78,100,94,68,60,37,10,19,0,31,55,24,100,0,-1
23,63,31,100,64,84,54,45,28,10,0,5,50,3,100,0,-1
29,72,52,100,63,58,39,17,0,0,18,17,59,10,100,3,-1
4,80,0,100,37,82,33,53,5,28,4,6,52,2,100,0,-1
0,79,31,94,68,100,100,88,94,62,74,39,51,18,64,0,-1
32,72,57,100,76,71,56,35,21,7,0,4,51,0,100,6,-1
51,91,86,100,70,66,43,34,8,6,0,11,49,10,100,0,-1
45,82,39,100,82,99,64,43,25,5,0,0,50,4,100,0,-1
40,67,54,100,91,85,69,49,34,20,0,0,49,1,100,0,-1
0,75,8,100,40,91,28,59,7,31,13,8,56,5,100,0,-1
0,72,9,100,68,94,74,63,49,34,6,9,30,0,100,1,-1
0,86,37,100,95,92,87,67,55,44,18,23,32,2,100,0,-1
0,75,36,100,63,73,47,34,14,4,4,10,52,9,100,0,-1
26,74,54,100,70,70,49,37,18,7,0,7,49,15,100,0,-1
26,80,57,100,72,75,54,44,24,18,0,11,50,8,100,0,-1
44,73,66,100,100,88,74,57,33,32,0,21,53,19,99,0,-1
0,99,50,100,77,77,59,50,29,26,0,2,48,0,100,4,-1
9,61,16,100,58,96,41,53,7,18,0,8,49,2,100,0,-1
43,75,61,100,94,86,75,47,43,14,0,2,49,0,100,1,-1
19,100,55,99,58,67,30,39,0,15,21,0,60,1,100,0,-1
33,64,36,100,59,71,44,34,0,18,32,26,71,0,100,22,-1
8,80,40,100,61,67,38,31,0,12,21,27,61,10,100,0,-1
26,76,23,100,52,68,43,30,0,12,49,5,97,0,100,32,-1
0,79,19,100,60,93,59,64,41,38,19,12,54,1,100,0,-1
20,73,47,100,62,70,41,35,11,3,0,15,49,9,100,0,-1
14,88,49,100,65,77,34,53,0,31,1,7,50,0,100,0,-1
39,69,55,100,96,81,80,43,45,10,0,0,44,15,100,3,-1
0,91,34,100,65,83,43,56,12,36,25,13,63,7,100,0,-1
40,63,60,100,100,82,85,40,44,11,0,0,45,19,93,3,-1
42,49,34,94,81,100,85,53,48,16,0,0,45,3,100,3,-1
10,89,30,100,49,73,29,42,0,16,20,19,64,20,100,0,-1
26,87,64,100,66,57,39,21,0,0,15,29,57,21,100,21,-1
26,87,67,100,80,76,61,48,33,23,0,1,48,0,100,3,-1
30,82,52,100,100,85,81,53,38,28,0,26,56,17,97,0,-1
4,68,28,98,75,100,64,65,31,36,0,8,43,0,100,6,-1
29,84,65,100,87,74,69,45,38,19,0,0,49,6,100,12,-1
30,76,53,100,82,74,66,39,31,12,0,3,50,3,100,0,-1
21,87,61,100,71,66,38,36,0,12,15,1,60,1,100,0,-1
0,79,32,100,69,93,54,58,25,29,4,5,52,0,100,2,-1
0,90,31,100,46,72,27,42,2,17,29,4,64,2,100,0,-1
61,77,78,100,94,76,77,43,47,15,0,1,47,0,100,4,-1
33,69,57,100,87,75,66,39,24,15,0,15,51,14,100,0,-1
0,73,30,100,68,87,56,51,25,22,2,2,51,4,100,0,-1
0,87,32,100,67,84,48,50,16,23,16,2,58,3,100,0,-1
27,73,42,100,62,66,41,30,0,13,38,10,82,0,100,34,-1
18,92,66,100,93,81,49,56,0,35,14,16,75,10,100,0,-1
50,60,47,100,92,95,88,47,48,15,0,0,49,5,100,3,-1
44,100,65,100,54,62,30,32,0,10,29,7,64,1,100,0,-1
11,72,39,100,62,77,50,42,24,12,0,0,50,3,100,3,-1
55,76,70,100,95,78,72,50,40,25,0,3,40,0,100,2,-1
0,63,23,100,56,78,48,34,19,0,11,13,55,23,100,11,-1
0,78,40,100,80,86,70,42,40,7,14,0,56,18,100,3,-1
0,71,20,100,54,91,51,55,29,22,3,0,54,3,100,9,-1
31,87,57,100,55,65,30,37,0,14,26,9,62,5,100,0,-1
53,81,86,100,98,69,83,37,52,9,0,3,47,0,100,2,-1
27,66,53,100,76,77,49,40,9,13,0,15,50,5,100,0,-1
