98,3,294,0.031,0.48,0.486,141,141,143,1,-1
19,2,38,0.105,0.816,0.816,31,31,31,1,-1
5,2,10,0.4,0.8,0.8,8,8,8,1,-1
94,2,188,0.021,0.516,0.516,97,97,97,1,-1
4,2,8,0.5,0.875,0.875,7,7,7,1,-1
66,3,198,0.045,0.657,0.909,2.6,130,180,50,-1
93,4,372,0.043,0.419,0.565,2.89,156,210,54,-1
44,3,132,0.068,0.598,0.841,2.47,79,111,32,-1
42,7,294,0.167,0.282,0.432,2.18,83,127,38,-1
17,2,34,0.118,0.706,0.706,24,24,24,1,-1
76,1,76,0.013,1,1,76,76,76,1,-1
69,3,207,0.043,0.643,0.952,2.08,133,197,64,-1
12,2,24,0.167,0.625,0.667,15,15,16,1,-1
261,30,7830,0.115,0.063,0.09,2.4,492,701,205,-1
9,1,9,0.111,1,1,9,9,9,1,-1
26,1,26,0.038,1,1,26,26,26,1,-1
13,1,13,0.077,1,1,13,13,13,1,-1
17,1,17,0.059,1,1,17,17,17,1,-1
11,1,11,0.091,1,1,11,11,11,1,-1
13,1,13,0.077,1,1,13,13,13,1,-1
14,1,14,0.071,1,1,14,14,14,1,-1
23,1,23,0.043,1,1,23,23,23,1,-1
13,1,13,0.077,1,1,13,13,13,1,-1
15,1,15,0.067,1,1,15,15,15,1,-1
7,1,7,0.143,1,1,7,7,7,1,-1
10,1,10,0.1,1,1,10,10,10,1,-1
804,11,8844,0.014,0.191,0.233,15.64,1689,2058,108,-1
8,1,8,0.125,0.875,1,7,7,8,1,-1
27,4,108,0.148,0.333,0.667,2.57,36,72,14,-1
27,4,108,0.148,0.38,0.75,2.56,41,81,16,-1
8,1,8,0.125,1,1,8,8,8,1,-1
9,1,9,0.111,1,1,9,9,9,1,-1
9,2,18,0.222,0.611,0.722,11,11,13,1,-1
54,1,54,0.019,1,1,54,54,54,1,-1
39,1,39,0.026,1,1,39,39,39,1,-1
38,1,38,0.026,1,1,38,38,38,1,-1
1,25,25,25,1,1,25,25,25,1,-1
58,3,174,0.052,0.339,0.345,59,59,60,1,-1
53,1,53,0.019,1,1,53,53,53,1,-1
54,1,54,0.019,1,1,54,54,54,1,-1
42,1,42,0.024,1,1,42,42,42,1,-1
34,1,34,0.029,1,1,34,34,34,1,-1
31,1,31,0.032,1,1,31,31,31,1,-1
22,1,22,0.045,1,1,22,22,22,1,-1
7,1,7,0.143,1,1,7,7,7,1,-1
14,1,14,0.071,1,1,14,14,14,1,-1
11,1,11,0.091,1,1,11,11,11,1,-1
9,1,9,0.111,1,1,9,9,9,1,-1
20,1,20,0.05,1,1,20,20,20,1,-1
25,1,25,0.04,1,1,25,25,25,1,-1
10,1,10,0.1,1,1,10,10,10,1,-1
18,1,18,0.056,1,1,18,18,18,1,-1
8,1,8,0.125,1,1,8,8,8,1,-1
27,1,27,0.037,1,1,27,27,27,1,-1
31,1,31,0.032,1,1,31,31,31,1,-1
8,1,8,0.125,1,1,8,8,8,1,-1
12,1,12,0.083,1,1,12,12,12,1,-1
12,1,12,0.083,1,1,12,12,12,1,-1
9,1,9,0.111,1,1,9,9,9,1,-1
9,1,9,0.111,1,1,9,9,9,1,-1
13,1,13,0.077,1,1,13,13,13,1,-1
47,1,47,0.021,1,1,47,47,47,1,-1
16,1,16,0.063,1,1,16,16,16,1,-1
5,2,10,0.4,0.9,0.9,9,9,9,1,-1
14,2,28,0.143,0.536,0.536,15,15,15,1,-1
11,2,22,0.182,0.636,0.636,14,14,14,1,-1
4,2,8,0.5,1,1,8,8,8,1,-1
9,1,9,0.111,1,1,9,9,9,1,-1
6,21,126,3.5,0.198,0.444,1.67,25,56,15,-1
84,1,84,0.012,1,1,84,84,84,1,-1
117,1,117,0.009,1,1,117,117,117,1,-1
136,1,136,0.007,0.993,1,135,135,136,1,-1
37,1,37,0.027,1,1,37,37,37,1,-1
32,1,32,0.031,1,1,32,32,32,1,-1
430,5,2150,0.012,0.216,0.221,46.5,465,475,10,-1
10,1,10,0.1,0.9,1,9,9,10,1,-1
8,1,8,0.125,1,1,8,8,8,1,-1
7,2,14,0.286,0.643,0.714,9,9,10,1,-1
105,2,210,0.019,0.529,0.533,111,111,112,1,-1
5,2,10,0.4,0.7,0.7,7,7,7,1,-1
9,1,9,0.111,1,1,9,9,9,1,-1
7,1,7,0.143,1,1,7,7,7,1,-1
10,1,10,0.1,1,1,10,10,10,1,-1
8,1,8,0.125,1,1,8,8,8,1,-1
7,1,7,0.143,1,1,7,7,7,1,-1
7,1,7,0.143,1,1,7,7,7,1,-1
9,1,9,0.111,1,1,9,9,9,1,-1
8,1,8,0.125,1,1,8,8,8,1,-1
48,402,19296,8.375,0.055,0.094,4.13,1058,1814,256,1
304,463,1.4075e+005,1.523,0.063,0.121,3.91,8898,17081,2273,1
306,465,1.4229e+005,1.52,0.055,0.123,2.69,7861,17452,2925,1
45,79,3555,1.756,0.087,0.195,4.81,308,693,64,1
311,463,1.4399e+005,1.489,0.088,0.16,3.93,12631,23092,3212,1
12,146,1752,12.167,0.091,0.128,26.67,160,225,6,1
