11,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,-1
16,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,-1
20,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,-1
21,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,-1
23,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1,-1
32,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,-1
36,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,-1
40,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,-1
42,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,-1
55,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,-1
56,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,-1
57,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,-1
58,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,-1
70,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,-1
77,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,-1
78,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,-1
82,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,-1
86,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,-1
94,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,-1
99,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,-1
25,0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,0,1
25,0,0,1,0,0,1,1,1,1,1,1,0,4,0,0,0,1
51,0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,1
88,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,1
