-1.7198,-2.0363,1.184,2.3499,-1.7071,-2.239,1.1935,2.5607,-1.7009,-2.1386,1.211,2.5611,-1.8592,-2.1653,1.4812,2.8183,-1.9978,-2.2777,1.4865,2.6475,-1.8455,-2.1351,1.1985,2.6497,-1.8528,-2.2968,1.2512,2.9666,-1.8487,-2.1511,1.909,2.7506,-1.8451,-2.2728,1.5617,2.755,-1
0.70558,0.32362,0.34299,-0.19011,0.1364,-0.44758,0.11338,0.39612,-0.43891,-1.1326,0.36947,0.98054,-1.1975,-1.5088,0.88126,1.3393,-1.6285,-2.0158,1.1874,2.2798,-1.8455,-2.2662,1.4974,2.6497,-1.1901,-1.9021,0.9502,1.7555,-1.8487,-2.3699,1.5498,2.7506,-1.6213,-2.1413,1.5617,2.755,-1
-1.9403,-2.3859,1.3643,2.4028,-2.1495,-2.2827,1.3736,2.6135,-1.7009,-1.7887,-0.17151,-0.23119,-2.0797,-2.4716,1.4212,2.4485,-2.0717,-2.4523,1.4266,2.6475,-1.8455,-2.2225,0.83985,1.7583,-1.9265,-2.4722,1.6725,3.3878,-1.9228,-2.4574,1.3702,2.6456,-1.9197,-2.4481,1.0826,2.4401,-1
-1.7198,-2.2985,1.7247,2.7732,-1.7071,-2.2827,2.0337,3.1943,-1.7009,-2.2698,2.4132,3.1933,-1.8592,-2.2528,2.3812,3.0824,-1.8501,-2.1467,2.3837,3.3304,-1.8455,-2.3536,2.0951,3.3314,-1.7056,-2.1652,1.6725,3.2299,-1.9228,-2.2386,2.0287,3.2232,-1.9197,-2.229,2.3404,3.2273,-1
-2.0873,-2.2548,0.58329,1.5561,-1.8546,-2.239,0.59345,1.5576,-1.5524,-2.0074,0.30936,0.92786,-1.9327,-2.2528,0.041321,1.0752,-2.1456,-2.2341,0.050856,1.2816,-1.9198,-2.3536,0.30188,1.2863,-2.0001,-2.3407,0.34825,1.7555,-1.9969,-2.2386,0.35249,1.3853,-1.9944,-2.3166,0.12422,1.3905,-1
-0.24989,-0.20081,-0.91858,-1.0368,-0.2323,-0.18542,-0.66674,-0.87098,0.080742,-0.17028,-0.65238,-0.8634,-0.46238,-0.28345,-0.79862,-0.56227,-0.44658,-0.44405,-0.12859,0.020842,-0.73105,-0.99897,0.66053,0.81441,-1.1901,-1.5074,0.64922,1.3343,-1.6264,-1.8884,1.1906,2.068,-1.9944,-2.0099,1.2024,2.4401,-1
-1.8668,-2.2985,0.88366,2.0853,-1.6334,-2.1516,0.8935,2.2968,-1.6267,-2.0074,0.91044,2.0869,-1.6386,-2.2966,1.5412,2.3957,-1.6285,-2.2777,1.2472,2.1747,-1.6226,-2.1351,0.9594,1.968,-1.9265,-2.3845,2.0337,2.756,-1.7005,-2.2824,1.3702,2.2255,-1.3974,-2.1413,0.84298,1.6529,-1
-1.9403,-2.3859,1.3643,2.4028,-1.9283,-2.3701,1.3736,2.4024,-2.1463,-2.2698,1.3913,2.6137,-2.0797,-2.4716,2.0812,2.8711,-2.0717,-2.4523,1.4266,2.4374,-2.0684,-2.441,1.4376,2.6497,-1.9265,-2.4722,2.0337,3.5985,-1.9228,-2.4574,1.6695,3.3808,-1.9197,-2.4481,1.382,2.65,-1
-1.5729,-2.0363,1.124,1.7678,-1.3384,-1.8021,0.59345,1.1353,-1.0328,-2.0074,0.85033,1.7708,-1.9327,-2.2528,1.3612,2.4485,-1.4807,-2.1467,1.3668,2.4374,-0.95394,-1.4797,0.54098,0.91929,-1.2638,-1.5513,0.34825,1.1763,-0.737,-1.0131,-0.12643,0.020058,-0.42738,-0.73888,-1.1935,-0.97119,-1
-0.47039,-0.28821,-0.79843,-0.56053,-0.45352,-0.44758,-0.12666,0.02655,-0.73585,-1.0013,0.67001,0.82249,-1.1975,-1.5088,0.64128,1.3393,-1.6285,-1.8848,1.1874,2.0696,-1.9941,-2.004,1.1985,2.4399,-1.6319,-2.1652,1.9133,2.756,-1.6264,-2.1511,1.5498,2.7506,-1.8451,-2.1413,1.9211,2.5451,-1
-1.7198,-2.1674,1.124,2.0324,-1.9283,-2.0643,1.1335,2.0328,-1.7009,-2.0511,1.1509,2.403,-1.3446,-2.034,1.1212,1.5506,-1.5546,-1.8848,0.82848,1.5443,-1.5483,-2.004,0.83985,1.7583,-1.7056,-2.1652,0.76962,1.4922,-1.4781,-2.1511,0.77154,1.4904,-1.6959,-2.0099,1.0826,1.6529,-1
-1.8668,-2.1674,1.7848,3.1965,-1.8546,-2.2827,1.7936,3.0359,-1.8494,-2.1386,1.5115,2.6664,-1.6386,-2.2966,1.5412,2.7654,-1.8501,-2.2777,1.5463,2.7526,-1.6226,-2.2662,1.9158,2.7546,-1.7056,-2.2968,2.0337,3.1772,-1.7005,-2.2824,2.3879,3.1707,-1.9197,-2.2728,2.0409,3.1749,-1
-1.8668,-2.2985,0.88366,2.8261,-1.8546,-2.2827,0.65346,3.0359,-1.8494,-2.2698,0.91044,3.0352,-1.4181,-2.2966,0.94126,2.3957,-1.6285,-2.2777,0.70884,2.5424,-1.6226,-2.1351,0.7203,2.3875,-0.67467,-0.84961,0.047268,0.86036,-1.1817,-1.407,0.29263,1.6479,-1.3974,-2.0537,0.84298,2.3876,-1
-1.8668,-2.2985,1.4844,3.0378,-1.8546,-2.1516,1.1935,2.8247,-1.8494,-2.1386,1.8121,2.8245,-1.6386,-2.2966,1.5412,2.9767,-1.6285,-2.2777,1.5463,2.7526,-1.8455,-2.2662,1.5571,2.7546,-1.7056,-2.2968,2.3949,3.1772,-1.404,-2.2824,2.0287,2.7506,-1.3974,-2.2728,1.7414,2.5976,-1
-1.7198,-2.1674,1.184,2.5615,-2.0021,-2.1516,1.1935,2.5607,-1.7009,-2.1386,1.211,2.5611,-1.8592,-2.1653,1.1812,2.6598,-1.8501,-2.0158,1.1874,2.8051,-1.8455,-2.1351,1.4974,2.807,-1.8528,-2.2968,1.5522,2.756,-1.6264,-2.2824,1.909,2.9607,-2.069,-2.2728,1.9211,2.755,-1
